from,coord,to,coord,distance_in_miles
Disneyland Monorail,"(33.812807, -117.9166715)",Tarzan's Treehouse,"(33.8112825, -117.9205312)",0.24565809159976829
Disneyland Monorail,"(33.812807, -117.9166715)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",2173.874722639554
Disneyland Monorail,"(33.812807, -117.9166715)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",0.3499163204014327
Disneyland Monorail,"(33.812807, -117.9166715)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",0.3093011090345854
Disneyland Monorail,"(33.812807, -117.9166715)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",2174.0815436862945
Disneyland Monorail,"(33.812807, -117.9166715)",Splash Mountain,"(28.4192429, -81.58504252640626)",2173.8293413947486
Disneyland Monorail,"(33.812807, -117.9166715)",Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",0.2114973837857619
Disneyland Monorail,"(33.812807, -117.9166715)",Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",0.2345652100026332
Disneyland Monorail,"(33.812807, -117.9166715)",Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",0.1820690009962111
Disneyland Monorail,"(33.812807, -117.9166715)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",0.29934277375630475
Disneyland Monorail,"(33.812807, -117.9166715)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",0.20104181174839328
Disneyland Monorail,"(33.812807, -117.9166715)",Donald's Boat,"(33.8151805, -117.91906404856115)",0.21378994353473643
Disneyland Monorail,"(33.812807, -117.9166715)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",0.2322107508530456
Disneyland Monorail,"(33.812807, -117.9166715)",Minnie's House,"(33.81558355, -117.91901094992576)",0.23395433052136105
Disneyland Monorail,"(33.812807, -117.9166715)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",0.1883629439727564
Disneyland Monorail,"(33.812807, -117.9166715)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",0.19149587190191458
Disneyland Monorail,"(33.812807, -117.9166715)",It's a Small World,"(33.8153316, -117.91738182498915)",0.17873449769670874
Disneyland Monorail,"(33.812807, -117.9166715)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",0.12288085966679793
Disneyland Monorail,"(33.812807, -117.9166715)",Pixie Hollow,"(33.812503, -117.9182845)",0.09513338815460297
Disneyland Monorail,"(33.812807, -117.9166715)",Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",0.1412478737134225
Disneyland Monorail,"(33.812807, -117.9166715)",Storybook Land Canal Boats,"(33.8137265, -117.9182776)",0.11204440422870891
Disneyland Monorail,"(33.812807, -117.9166715)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",0.16052174058034477
Disneyland Monorail,"(33.812807, -117.9166715)",Alice in Wonderland,"(33.8131608, -117.918366)",0.10048928166257223
Disneyland Monorail,"(33.812807, -117.9166715)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",0.0700422451380633
Disneyland Monorail,"(33.812807, -117.9166715)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",0.13749756939627128
Disneyland Monorail,"(33.812807, -117.9166715)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",0.10326119626204124
Disneyland Monorail,"(33.812807, -117.9166715)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",0.14073556566763623
Disneyland Monorail,"(33.812807, -117.9166715)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",0.06427558162146867
Disneyland Monorail,"(33.812807, -117.9166715)",Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",0.029087474051899112
Disneyland Monorail,"(33.812807, -117.9166715)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",2176.5970904664914
Disneyland Monorail,"(33.812807, -117.9166715)",Millennium Falcon: Smuggler's Run,"(33.81521425, -117.92137720212553)",0.31751504020682997
Disneyland Monorail,"(33.812807, -117.9166715)",Star Wars: Rise of the Resistance,"(33.8143927, -117.92305586611414)",0.3832095513943582
Disneyland Railroad,"(48.872951, 2.7809789)",Main Street Vehicles,"(48.8711858, 2.7782974)",0.17268147517925583
Disneyland Railroad,"(48.872951, 2.7809789)",Main Street Cinema,"(28.4172281, -81.5810162)",4531.992519106888
Disneyland Railroad,"(48.872951, 2.7809789)",Jungle Cruise,"(28.41794735, -81.58349665864117)",4532.066897287216
Disneyland Railroad,"(48.872951, 2.7809789)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",4532.136896931914
Disneyland Railroad,"(48.872951, 2.7809789)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",4531.833856312205
Disneyland Railroad,"(48.872951, 2.7809789)",Splash Mountain,"(28.4192429, -81.58504252640626)",4532.072763901129
Disneyland Railroad,"(48.872951, 2.7809789)",Pinocchio's Daring Journey,"(48.8735117, 2.7750792)",0.2716976016267749
Disneyland Railroad,"(48.872951, 2.7809789)",Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",0.3003532330428833
Disneyland Railroad,"(48.872951, 2.7809789)",Astro Orbiter,"(48.873563250000004, 2.7783838393354188)",0.12562648395089868
Disneyland Railroad,"(48.872951, 2.7809789)",Autopia,"(48.8732257, 2.7789328)",0.09517791500895868
Disneyland Railroad,"(48.872951, 2.7809789)",Star Tours – The Adventures Continue,"(48.8752196, 2.7794528638234173)",0.17150196034203816
Disneyland Railroad,"(48.872951, 2.7809789)",Space Mountain,"(48.87407195, 2.779286235777686)",0.10932851156472574
Disneyland Railroad,"(48.872951, 2.7809789)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",4533.93480982345
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Pirate's Lair on Tom Sawyer Island,"(33.812290933610335, -117.92108479121391)",0.22791612972911499
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Great Moments with Mr. Lincoln,"(33.81028685, -117.91833786393963)",0.187630831127643
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",The Disney Gallery,"(33.8101946, -117.9184302)",0.19548260946366044
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Main Street Cinema,"(28.4172281, -81.5810162)",2174.13541183272
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",0.1604913588127243
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Jungle Cruise,"(28.41794735, -81.58349665864117)",2173.9765027902267
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",0.2820846760746902
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Tarzan's Treehouse,"(33.8112825, -117.9205312)",0.22054373782872058
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",2173.903759189583
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",0.3224207021411743
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",0.2805102301952476
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",2174.1105800406513
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Splash Mountain,"(28.4192429, -81.58504252640626)",2173.8583778656084
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",0.18258040722525068
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",0.20623466262293982
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",0.1539991594483135
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",0.2711226906168479
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",0.18357037165972984
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Donald's Boat,"(33.8151805, -117.91906404856115)",0.19499517701589972
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",0.21170581378282685
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Minnie's House,"(33.81558355, -117.91901094992576)",0.2171136057959902
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",0.17730513369638265
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",0.168071363884206
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",It's a Small World,"(33.8153316, -117.91738182498915)",0.1727718230487624
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",0.09479516183766912
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Pixie Hollow,"(33.812503, -117.9182845)",0.06763812558807655
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",0.11228315433153586
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Storybook Land Canal Boats,"(33.8137265, -117.9182776)",0.08846547498971505
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",0.13354442222841176
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Alice in Wonderland,"(33.8131608, -117.918366)",0.07212653474349152
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",0.04187656478576326
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",0.10943788386367452
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",0.07740974354893969
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",0.11167019323688508
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",0.041534630578231396
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Disneyland Monorail,"(33.812807, -117.9166715)",0.029087474051899112
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",2176.6261298050513
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Millennium Falcon: Smuggler's Run,"(33.81521425, -117.92137720212553)",0.2922256214273428
Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",Star Wars: Rise of the Resistance,"(33.8143927, -117.92305586611414)",0.3549719994102606
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Pirate's Lair on Tom Sawyer Island,"(33.812290933610335, -117.92108479121391)",2176.851040454984
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Disneyland Railroad,"(48.872951, 2.7809789)",4533.93480982345
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Great Moments with Mr. Lincoln,"(33.81028685, -117.91833786393963)",2176.6932012128173
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",The Disney Gallery,"(33.8101946, -117.9184302)",2176.698522690324
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Main Street Vehicles,"(48.8711858, 2.7782974)",4533.850477625523
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Main Street Cinema,"(28.4172281, -81.5810162)",4.248882155572264
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",2176.7649771714405
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Jungle Cruise,"(28.41794735, -81.58349665864117)",4.341785746143502
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",2176.8481554069526
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Tarzan's Treehouse,"(33.8112825, -117.9205312)",2176.8192901498405
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",4.354010424399089
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",2176.935158816811
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Disneyland Railroad,"(48.872951, 2.7809789)",4533.93480982345
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",2176.9054385322793
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",4.418912809451268
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Splash Mountain,"(28.4192429, -81.58504252640626)",4.4566402733933534
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",2176.808391639534
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",2176.8287860951236
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",2176.776021493948
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",2176.891850442801
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",2176.718116908766
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Donald's Boat,"(33.8151805, -117.91906404856115)",2176.7345166142995
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",2176.758790631254
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Minnie's House,"(33.81558355, -117.91901094992576)",2176.7314257952526
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",2176.671312988381
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",2176.7500460406486
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",It's a Small World,"(33.8153316, -117.91738182498915)",2176.6377261967336
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",2176.7149122500537
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Pinocchio's Daring Journey,"(48.8735117, 2.7750792)",4533.6655153632955
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Pixie Hollow,"(33.812503, -117.9182845)",2176.68991635713
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",2176.736967253683
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Storybook Land Canal Boats,"(33.8137265, -117.9182776)",2176.689404988331
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",4533.634617070198
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",2176.7446055787286
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Alice in Wonderland,"(33.8131608, -117.918366)",2176.6945432228526
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",2176.6649304614357
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",2176.728660709351
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",2176.6894129952652
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",2176.737789412817
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Astro Orbiter,"(48.873563250000004, 2.7783838393354188)",4533.809467492996
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Autopia,"(48.8732257, 2.7789328)",4533.839902561289
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Star Tours – The Adventures Continue,"(48.8752196, 2.7794528638234173)",4533.825136506557
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",2176.6547276136944
Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",Space Mountain,"(48.87407195, 2.779286235777686)",4533.839455374963
